number,name,base_name,form_name,primary_type,secondary_type,total,hp,attack,defense,sp_atk,sp_def,speed,link,sprite_url
0483,Dialga (Origin Forme),Dialga,Origin Forme,Steel,Dragon,680,100,100,120,150,120,90,https://pokemondb.net/pokedex/dialga,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dialga-origin.avif
0484,Palkia,Palkia,,Water,Dragon,680,90,120,100,150,120,100,https://pokemondb.net/pokedex/palkia,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/palkia.avif
0484,Palkia (Origin Forme),Palkia,Origin Forme,Water,Dragon,680,90,100,100,150,120,120,https://pokemondb.net/pokedex/palkia,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/palkia-origin.avif
0485,Heatran,Heatran,,Fire,Steel,600,91,90,106,130,106,77,https://pokemondb.net/pokedex/heatran,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/heatran.avif
0486,Regigigas,Regigigas,,Normal,,670,110,160,110,80,110,100,https://pokemondb.net/pokedex/regigigas,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/regigigas.avif
0487,Giratina (Altered Forme),Giratina,Altered Forme,Ghost,Dragon,680,150,100,120,100,120,90,https://pokemondb.net/pokedex/giratina,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/giratina-altered.avif
0487,Giratina (Origin Forme),Giratina,Origin Forme,Ghost,Dragon,680,150,120,100,120,100,90,https://pokemondb.net/pokedex/giratina,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/giratina-origin.avif
0488,Cresselia,Cresselia,,Psychic,,580,120,70,110,75,120,85,https://pokemondb.net/pokedex/cresselia,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cresselia.avif
0489,Phione,Phione,,Water,,480,80,80,80,80,80,80,https://pokemondb.net/pokedex/phione,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/phione.avif
0490,Manaphy,Manaphy,,Water,,600,100,100,100,100,100,100,https://pokemondb.net/pokedex/manaphy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/manaphy.avif
0491,Darkrai,Darkrai,,Dark,,600,70,90,90,135,90,125,https://pokemondb.net/pokedex/darkrai,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/darkrai.avif
0492,Shaymin (Land Forme),Shaymin,Land Forme,Grass,,600,100,100,100,100,100,100,https://pokemondb.net/pokedex/shaymin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shaymin-land.avif
0492,Shaymin (Sky Forme),Shaymin,Sky Forme,Grass,Flying,600,100,103,75,120,75,127,https://pokemondb.net/pokedex/shaymin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shaymin-sky.avif
0493,Arceus,Arceus,,Normal,,720,120,120,120,120,120,120,https://pokemondb.net/pokedex/arceus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/arceus.avif
0494,Victini,Victini,,Psychic,Fire,600,100,100,100,100,100,100,https://pokemondb.net/pokedex/victini,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/victini.avif
0495,Snivy,Snivy,,Grass,,308,45,45,55,45,55,63,https://pokemondb.net/pokedex/snivy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/snivy.avif
0496,Servine,Servine,,Grass,,413,60,60,75,60,75,83,https://pokemondb.net/pokedex/servine,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/servine.avif
0497,Serperior,Serperior,,Grass,,528,75,75,95,75,95,113,https://pokemondb.net/pokedex/serperior,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/serperior.avif
0498,Tepig,Tepig,,Fire,,308,65,63,45,45,45,45,https://pokemondb.net/pokedex/tepig,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tepig.avif
0499,Pignite,Pignite,,Fire,Fighting,418,90,93,55,70,55,55,https://pokemondb.net/pokedex/pignite,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pignite.avif
0500,Emboar,Emboar,,Fire,Fighting,528,110,123,65,100,65,65,https://pokemondb.net/pokedex/emboar,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/emboar.avif
0501,Oshawott,Oshawott,,Water,,308,55,55,45,63,45,45,https://pokemondb.net/pokedex/oshawott,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/oshawott.avif
0502,Dewott,Dewott,,Water,,413,75,75,60,83,60,60,https://pokemondb.net/pokedex/dewott,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dewott.avif
0503,Samurott,Samurott,,Water,,528,95,100,85,108,70,70,https://pokemondb.net/pokedex/samurott,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/samurott.avif
0503,Samurott (Hisuian Samurott),Samurott,Hisuian Samurott,Water,Dark,528,90,108,80,100,65,85,https://pokemondb.net/pokedex/samurott,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/samurott-hisuian.avif
0504,Patrat,Patrat,,Normal,,255,45,55,39,35,39,42,https://pokemondb.net/pokedex/patrat,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/patrat.avif
0505,Watchog,Watchog,,Normal,,420,60,85,69,60,69,77,https://pokemondb.net/pokedex/watchog,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/watchog.avif
0506,Lillipup,Lillipup,,Normal,,275,45,60,45,25,45,55,https://pokemondb.net/pokedex/lillipup,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lillipup.avif
0507,Herdier,Herdier,,Normal,,370,65,80,65,35,65,60,https://pokemondb.net/pokedex/herdier,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/herdier.avif
0508,Stoutland,Stoutland,,Normal,,500,85,110,90,45,90,80,https://pokemondb.net/pokedex/stoutland,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/stoutland.avif
0509,Purrloin,Purrloin,,Dark,,281,41,50,37,50,37,66,https://pokemondb.net/pokedex/purrloin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/purrloin.avif
0510,Liepard,Liepard,,Dark,,446,64,88,50,88,50,106,https://pokemondb.net/pokedex/liepard,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/liepard.avif
0511,Pansage,Pansage,,Grass,,316,50,53,48,53,48,64,https://pokemondb.net/pokedex/pansage,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pansage.avif
0512,Simisage,Simisage,,Grass,,498,75,98,63,98,63,101,https://pokemondb.net/pokedex/simisage,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/simisage.avif
0513,Pansear,Pansear,,Fire,,316,50,53,48,53,48,64,https://pokemondb.net/pokedex/pansear,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pansear.avif
0514,Simisear,Simisear,,Fire,,498,75,98,63,98,63,101,https://pokemondb.net/pokedex/simisear,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/simisear.avif
0515,Panpour,Panpour,,Water,,316,50,53,48,53,48,64,https://pokemondb.net/pokedex/panpour,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/panpour.avif
0516,Simipour,Simipour,,Water,,498,75,98,63,98,63,101,https://pokemondb.net/pokedex/simipour,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/simipour.avif
0517,Munna,Munna,,Psychic,,292,76,25,45,67,55,24,https://pokemondb.net/pokedex/munna,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/munna.avif
0518,Musharna,Musharna,,Psychic,,487,116,55,85,107,95,29,https://pokemondb.net/pokedex/musharna,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/musharna.avif
0519,Pidove,Pidove,,Normal,Flying,264,50,55,50,36,30,43,https://pokemondb.net/pokedex/pidove,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pidove.avif
0520,Tranquill,Tranquill,,Normal,Flying,358,62,77,62,50,42,65,https://pokemondb.net/pokedex/tranquill,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tranquill.avif
0521,Unfezant,Unfezant,,Normal,Flying,488,80,115,80,65,55,93,https://pokemondb.net/pokedex/unfezant,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/unfezant.avif
0522,Blitzle,Blitzle,,Electric,,295,45,60,32,50,32,76,https://pokemondb.net/pokedex/blitzle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/blitzle.avif
0523,Zebstrika,Zebstrika,,Electric,,497,75,100,63,80,63,116,https://pokemondb.net/pokedex/zebstrika,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zebstrika.avif
0524,Roggenrola,Roggenrola,,Rock,,280,55,75,85,25,25,15,https://pokemondb.net/pokedex/roggenrola,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/roggenrola.avif
0525,Boldore,Boldore,,Rock,,390,70,105,105,50,40,20,https://pokemondb.net/pokedex/boldore,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/boldore.avif
0526,Gigalith,Gigalith,,Rock,,515,85,135,130,60,80,25,https://pokemondb.net/pokedex/gigalith,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gigalith.avif
0527,Woobat,Woobat,,Psychic,Flying,323,65,45,43,55,43,72,https://pokemondb.net/pokedex/woobat,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/woobat.avif
0528,Swoobat,Swoobat,,Psychic,Flying,425,67,57,55,77,55,114,https://pokemondb.net/pokedex/swoobat,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swoobat.avif
0529,Drilbur,Drilbur,,Ground,,328,60,85,40,30,45,68,https://pokemondb.net/pokedex/drilbur,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/drilbur.avif
0530,Excadrill,Excadrill,,Ground,Steel,508,110,135,60,50,65,88,https://pokemondb.net/pokedex/excadrill,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/excadrill.avif
0531,Audino,Audino,,Normal,,445,103,60,86,60,86,50,https://pokemondb.net/pokedex/audino,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/audino.avif
0531,Audino (Mega Audino),Audino,Mega Audino,Normal,Fairy,545,103,60,126,80,126,50,https://pokemondb.net/pokedex/audino,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/audino-mega.avif
0532,Timburr,Timburr,,Fighting,,305,75,80,55,25,35,35,https://pokemondb.net/pokedex/timburr,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/timburr.avif
0533,Gurdurr,Gurdurr,,Fighting,,405,85,105,85,40,50,40,https://pokemondb.net/pokedex/gurdurr,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gurdurr.avif
0534,Conkeldurr,Conkeldurr,,Fighting,,505,105,140,95,55,65,45,https://pokemondb.net/pokedex/conkeldurr,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/conkeldurr.avif
0535,Tympole,Tympole,,Water,,294,50,50,40,50,40,64,https://pokemondb.net/pokedex/tympole,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tympole.avif
0536,Palpitoad,Palpitoad,,Water,Ground,384,75,65,55,65,55,69,https://pokemondb.net/pokedex/palpitoad,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/palpitoad.avif
0537,Seismitoad,Seismitoad,,Water,Ground,509,105,95,75,85,75,74,https://pokemondb.net/pokedex/seismitoad,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/seismitoad.avif
0538,Throh,Throh,,Fighting,,465,120,100,85,30,85,45,https://pokemondb.net/pokedex/throh,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/throh.avif
0539,Sawk,Sawk,,Fighting,,465,75,125,75,30,75,85,https://pokemondb.net/pokedex/sawk,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sawk.avif
0540,Sewaddle,Sewaddle,,Bug,Grass,310,45,53,70,40,60,42,https://pokemondb.net/pokedex/sewaddle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sewaddle.avif
0541,Swadloon,Swadloon,,Bug,Grass,380,55,63,90,50,80,42,https://pokemondb.net/pokedex/swadloon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swadloon.avif
0542,Leavanny,Leavanny,,Bug,Grass,500,75,103,80,70,80,92,https://pokemondb.net/pokedex/leavanny,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/leavanny.avif
0543,Venipede,Venipede,,Bug,Poison,260,30,45,59,30,39,57,https://pokemondb.net/pokedex/venipede,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/venipede.avif
0544,Whirlipede,Whirlipede,,Bug,Poison,360,40,55,99,40,79,47,https://pokemondb.net/pokedex/whirlipede,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/whirlipede.avif
0545,Scolipede,Scolipede,,Bug,Poison,485,60,100,89,55,69,112,https://pokemondb.net/pokedex/scolipede,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scolipede.avif
0546,Cottonee,Cottonee,,Grass,Fairy,280,40,27,60,37,50,66,https://pokemondb.net/pokedex/cottonee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cottonee.avif
0547,Whimsicott,Whimsicott,,Grass,Fairy,480,60,67,85,77,75,116,https://pokemondb.net/pokedex/whimsicott,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/whimsicott.avif
0548,Petilil,Petilil,,Grass,,280,45,35,50,70,50,30,https://pokemondb.net/pokedex/petilil,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/petilil.avif
0549,Lilligant,Lilligant,,Grass,,480,70,60,75,110,75,90,https://pokemondb.net/pokedex/lilligant,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lilligant.avif
0549,Lilligant (Hisuian Lilligant),Lilligant,Hisuian Lilligant,Grass,Fighting,480,70,105,75,50,75,105,https://pokemondb.net/pokedex/lilligant,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lilligant-hisuian.avif
0550,Basculin (Red-Striped Form),Basculin,Red-Striped Form,Water,,460,70,92,65,80,55,98,https://pokemondb.net/pokedex/basculin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/basculin-red-striped.avif
0550,Basculin (Blue-Striped Form),Basculin,Blue-Striped Form,Water,,460,70,92,65,80,55,98,https://pokemondb.net/pokedex/basculin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/basculin-blue-striped.avif
0550,Basculin (White-Striped Form),Basculin,White-Striped Form,Water,,460,70,92,65,80,55,98,https://pokemondb.net/pokedex/basculin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/basculin-white-striped.avif
0551,Sandile,Sandile,,Ground,Dark,292,50,72,35,35,35,65,https://pokemondb.net/pokedex/sandile,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sandile.avif
0552,Krokorok,Krokorok,,Ground,Dark,351,60,82,45,45,45,74,https://pokemondb.net/pokedex/krokorok,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/krokorok.avif
0553,Krookodile,Krookodile,,Ground,Dark,519,95,117,80,65,70,92,https://pokemondb.net/pokedex/krookodile,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/krookodile.avif
0554,Darumaka,Darumaka,,Fire,,315,70,90,45,15,45,50,https://pokemondb.net/pokedex/darumaka,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/darumaka.avif
0554,Darumaka (Galarian Darumaka),Darumaka,Galarian Darumaka,Ice,,315,70,90,45,15,45,50,https://pokemondb.net/pokedex/darumaka,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/darumaka-galarian.avif
0555,Darmanitan (Standard Mode),Darmanitan,Standard Mode,Fire,,480,105,140,55,30,55,95,https://pokemondb.net/pokedex/darmanitan,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/darmanitan-standard.avif
0555,Darmanitan (Zen Mode),Darmanitan,Zen Mode,Fire,Psychic,540,105,30,105,140,105,55,https://pokemondb.net/pokedex/darmanitan,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/darmanitan-zen.avif
0555,Darmanitan (Galarian Standard Mode),Darmanitan,Galarian Standard Mode,Ice,,480,105,140,55,30,55,95,https://pokemondb.net/pokedex/darmanitan,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/darmanitan-galarian-standard.avif
0555,Darmanitan (Galarian Zen Mode),Darmanitan,Galarian Zen Mode,Ice,Fire,540,105,160,55,30,55,135,https://pokemondb.net/pokedex/darmanitan,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/darmanitan-galarian-zen.avif
0556,Maractus,Maractus,,Grass,,461,75,86,67,106,67,60,https://pokemondb.net/pokedex/maractus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/maractus.avif
0557,Dwebble,Dwebble,,Bug,Rock,325,50,65,85,35,35,55,https://pokemondb.net/pokedex/dwebble,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dwebble.avif
0558,Crustle,Crustle,,Bug,Rock,485,70,105,125,65,75,45,https://pokemondb.net/pokedex/crustle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/crustle.avif
0559,Scraggy,Scraggy,,Dark,Fighting,348,50,75,70,35,70,48,https://pokemondb.net/pokedex/scraggy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scraggy.avif
0560,Scrafty,Scrafty,,Dark,Fighting,488,65,90,115,45,115,58,https://pokemondb.net/pokedex/scrafty,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scrafty.avif
0561,Sigilyph,Sigilyph,,Psychic,Flying,490,72,58,80,103,80,97,https://pokemondb.net/pokedex/sigilyph,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sigilyph.avif
0562,Yamask,Yamask,,Ghost,,303,38,30,85,55,65,30,https://pokemondb.net/pokedex/yamask,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/yamask.avif
0562,Yamask (Galarian Yamask),Yamask,Galarian Yamask,Ground,Ghost,303,38,55,85,30,65,30,https://pokemondb.net/pokedex/yamask,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/yamask-galarian.avif
0563,Cofagrigus,Cofagrigus,,Ghost,,483,58,50,145,95,105,30,https://pokemondb.net/pokedex/cofagrigus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cofagrigus.avif
0564,Tirtouga,Tirtouga,,Water,Rock,355,54,78,103,53,45,22,https://pokemondb.net/pokedex/tirtouga,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tirtouga.avif
0565,Carracosta,Carracosta,,Water,Rock,495,74,108,133,83,65,32,https://pokemondb.net/pokedex/carracosta,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/carracosta.avif
0566,Archen,Archen,,Rock,Flying,401,55,112,45,74,45,70,https://pokemondb.net/pokedex/archen,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/archen.avif
0567,Archeops,Archeops,,Rock,Flying,567,75,140,65,112,65,110,https://pokemondb.net/pokedex/archeops,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/archeops.avif
0568,Trubbish,Trubbish,,Poison,,329,50,50,62,40,62,65,https://pokemondb.net/pokedex/trubbish,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/trubbish.avif
0569,Garbodor,Garbodor,,Poison,,474,80,95,82,60,82,75,https://pokemondb.net/pokedex/garbodor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/garbodor.avif
0570,Zorua,Zorua,,Dark,,330,40,65,40,80,40,65,https://pokemondb.net/pokedex/zorua,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zorua.avif
0570,Zorua (Hisuian Zorua),Zorua,Hisuian Zorua,Normal,Ghost,330,35,60,40,85,40,70,https://pokemondb.net/pokedex/zorua,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zorua-hisuian.avif
0571,Zoroark,Zoroark,,Dark,,510,60,105,60,120,60,105,https://pokemondb.net/pokedex/zoroark,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zoroark.avif
0571,Zoroark (Hisuian Zoroark),Zoroark,Hisuian Zoroark,Normal,Ghost,510,55,100,60,125,60,110,https://pokemondb.net/pokedex/zoroark,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zoroark-hisuian.avif
0572,Minccino,Minccino,,Normal,,300,55,50,40,40,40,75,https://pokemondb.net/pokedex/minccino,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/minccino.avif
0573,Cinccino,Cinccino,,Normal,,470,75,95,60,65,60,115,https://pokemondb.net/pokedex/cinccino,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cinccino.avif
0574,Gothita,Gothita,,Psychic,,290,45,30,50,55,65,45,https://pokemondb.net/pokedex/gothita,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gothita.avif
0575,Gothorita,Gothorita,,Psychic,,390,60,45,70,75,85,55,https://pokemondb.net/pokedex/gothorita,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gothorita.avif
0576,Gothitelle,Gothitelle,,Psychic,,490,70,55,95,95,110,65,https://pokemondb.net/pokedex/gothitelle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gothitelle.avif
0577,Solosis,Solosis,,Psychic,,290,45,30,40,105,50,20,https://pokemondb.net/pokedex/solosis,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/solosis.avif
0578,Duosion,Duosion,,Psychic,,370,65,40,50,125,60,30,https://pokemondb.net/pokedex/duosion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/duosion.avif
0579,Reuniclus,Reuniclus,,Psychic,,490,110,65,75,125,85,30,https://pokemondb.net/pokedex/reuniclus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/reuniclus.avif
0580,Ducklett,Ducklett,,Water,Flying,305,62,44,50,44,50,55,https://pokemondb.net/pokedex/ducklett,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ducklett.avif
0581,Swanna,Swanna,,Water,Flying,473,75,87,63,87,63,98,https://pokemondb.net/pokedex/swanna,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swanna.avif
0582,Vanillite,Vanillite,,Ice,,305,36,50,50,65,60,44,https://pokemondb.net/pokedex/vanillite,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vanillite.avif
0583,Vanillish,Vanillish,,Ice,,395,51,65,65,80,75,59,https://pokemondb.net/pokedex/vanillish,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vanillish.avif
0584,Vanilluxe,Vanilluxe,,Ice,,535,71,95,85,110,95,79,https://pokemondb.net/pokedex/vanilluxe,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vanilluxe.avif
0585,Deerling,Deerling,,Normal,Grass,335,60,60,50,40,50,75,https://pokemondb.net/pokedex/deerling,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/deerling.avif
0586,Sawsbuck,Sawsbuck,,Normal,Grass,475,80,100,70,60,70,95,https://pokemondb.net/pokedex/sawsbuck,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sawsbuck.avif
0587,Emolga,Emolga,,Electric,Flying,428,55,75,60,75,60,103,https://pokemondb.net/pokedex/emolga,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/emolga.avif
0588,Karrablast,Karrablast,,Bug,,315,50,75,45,40,45,60,https://pokemondb.net/pokedex/karrablast,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/karrablast.avif
0589,Escavalier,Escavalier,,Bug,Steel,495,70,135,105,60,105,20,https://pokemondb.net/pokedex/escavalier,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/escavalier.avif
0590,Foongus,Foongus,,Grass,Poison,294,69,55,45,55,55,15,https://pokemondb.net/pokedex/foongus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/foongus.avif
0591,Amoonguss,Amoonguss,,Grass,Poison,464,114,85,70,85,80,30,https://pokemondb.net/pokedex/amoonguss,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/amoonguss.avif
0592,Frillish,Frillish,,Water,Ghost,335,55,40,50,65,85,40,https://pokemondb.net/pokedex/frillish,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/frillish.avif
0593,Jellicent,Jellicent,,Water,Ghost,480,100,60,70,85,105,60,https://pokemondb.net/pokedex/jellicent,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/jellicent.avif
0594,Alomomola,Alomomola,,Water,,470,165,75,80,40,45,65,https://pokemondb.net/pokedex/alomomola,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/alomomola.avif
0595,Joltik,Joltik,,Bug,Electric,319,50,47,50,57,50,65,https://pokemondb.net/pokedex/joltik,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/joltik.avif
0596,Galvantula,Galvantula,,Bug,Electric,472,70,77,60,97,60,108,https://pokemondb.net/pokedex/galvantula,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/galvantula.avif
0597,Ferroseed,Ferroseed,,Grass,Steel,305,44,50,91,24,86,10,https://pokemondb.net/pokedex/ferroseed,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ferroseed.avif
0598,Ferrothorn,Ferrothorn,,Grass,Steel,489,74,94,131,54,116,20,https://pokemondb.net/pokedex/ferrothorn,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ferrothorn.avif
0599,Klink,Klink,,Steel,,300,40,55,70,45,60,30,https://pokemondb.net/pokedex/klink,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/klink.avif
0600,Klang,Klang,,Steel,,440,60,80,95,70,85,50,https://pokemondb.net/pokedex/klang,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/klang.avif
0601,Klinklang,Klinklang,,Steel,,520,60,100,115,70,85,90,https://pokemondb.net/pokedex/klinklang,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/klinklang.avif
0602,Tynamo,Tynamo,,Electric,,275,35,55,40,45,40,60,https://pokemondb.net/pokedex/tynamo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tynamo.avif
0603,Eelektrik,Eelektrik,,Electric,,405,65,85,70,75,70,40,https://pokemondb.net/pokedex/eelektrik,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/eelektrik.avif
0604,Eelektross,Eelektross,,Electric,,515,85,115,80,105,80,50,https://pokemondb.net/pokedex/eelektross,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/eelektross.avif
0605,Elgyem,Elgyem,,Psychic,,335,55,55,55,85,55,30,https://pokemondb.net/pokedex/elgyem,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/elgyem.avif
0606,Beheeyem,Beheeyem,,Psychic,,485,75,75,75,125,95,40,https://pokemondb.net/pokedex/beheeyem,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/beheeyem.avif
0607,Litwick,Litwick,,Ghost,Fire,275,50,30,55,65,55,20,https://pokemondb.net/pokedex/litwick,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/litwick.avif
0608,Lampent,Lampent,,Ghost,Fire,370,60,40,60,95,60,55,https://pokemondb.net/pokedex/lampent,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lampent.avif
0609,Chandelure,Chandelure,,Ghost,Fire,520,60,55,90,145,90,80,https://pokemondb.net/pokedex/chandelure,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chandelure.avif
0610,Axew,Axew,,Dragon,,320,46,87,60,30,40,57,https://pokemondb.net/pokedex/axew,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/axew.avif
0611,Fraxure,Fraxure,,Dragon,,410,66,117,70,40,50,67,https://pokemondb.net/pokedex/fraxure,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/fraxure.avif
0612,Haxorus,Haxorus,,Dragon,,540,76,147,90,60,70,97,https://pokemondb.net/pokedex/haxorus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/haxorus.avif
