name,category,effect,sprite_url
Pawniard Blade,General items,"Material obtained after defeating/catching Pawniard, used in TM crafting.",https://img.pokemondb.net/s.png
Payapa Berry,Berries,Weakens a supereffective Psychic-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/payapa-berry.png
Peach Tablecloth,,"A light peach-colored tablecloth. It’s smooth and pleasant to the touch, and dishes can be placed on it with hardly a sound.",https://img.pokemondb.net/s.png
Peanut Butter,,A very sweet condiment. People in Paldea seem to favor the sweet varieties over the unsweetened.,https://img.pokemondb.net/s.png
Pearl,General items,A somewhat-small pearl that sparkles in a pretty silver color. It can be sold cheaply to shops.,https://img.pokemondb.net/sprites/items/pearl.png
Pearl String,General items,Very large pearls that sparkle in a pretty silver color. A maniac will buy them for a high price.,https://img.pokemondb.net/sprites/items/pearl-string.png
Peat Block,General items,A block of muddy material that can be used as fuel for burning when it is dried. It’s loved by a certain Pokémon.,https://img.pokemondb.net/s.png
Pecha Berry,Berries,"If held by a Pokémon, it recovers from poison.",https://img.pokemondb.net/sprites/items/pecha-berry.png
Pep-Up Plant,General items,,https://img.pokemondb.net/s.png
Pepper,,A seasoning packing very spicy flavor. It goes nicely with oilier foods and works especially well when you add just a pinch for a hint of flavor.,https://img.pokemondb.net/s.png
Permit,General items,A permit that is needed to enter the Nature Preserve. Not many know about it.,https://img.pokemondb.net/sprites/items/permit.png
Persim Berry,Berries,"If held by a Pokémon, it recovers from confusion.",https://img.pokemondb.net/sprites/items/persim-berry.png
Petaya Berry,Berries,Raises Special Attack when HP is low.,https://img.pokemondb.net/sprites/items/petaya-berry.png
Petilil Leaf,General items,"Material obtained after defeating/catching Petilil, used in TM crafting.",https://img.pokemondb.net/s.png
Pewter Crunchies,Medicine,Heals all major status conditions.,https://img.pokemondb.net/s.png
Phanpy Nail,General items,"Material obtained after defeating/catching Phanpy, used in TM crafting.",https://img.pokemondb.net/s.png
Pichu Fur,General items,"Material obtained after defeating/catching Pichu, used in TM crafting.",https://img.pokemondb.net/s.png
Pickle,,This very sour ingredient is made by pickling veggies in a flavorful brine made from spices and vinegar.,https://img.pokemondb.net/s.png
Picnic Set,,A roomy basket packed with all sorts of things for use when enjoying picnicking with your Pokémon.,https://img.pokemondb.net/s.png
Pidgeotite,Hold items,Enables Pidgeot to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/pidgeotite.png
Pika-Pika Pick,,"A Pick-achu, as it were, sporting Pikachu’s usual expression. It’s easy to grab by the ears, which is part of why it’s so popular.",https://img.pokemondb.net/s.png
Pikachu Cup,,"A cup for big-time Pokémon fans. Kids will happily drink out of it, making it a boon to parents.",https://img.pokemondb.net/s.png
Pikanium Z,Hold items,"Allows Pikachu to upgrade Volt Tackle to a Z-Move, Catastropika.",https://img.pokemondb.net/sprites/items/pikanium-z.png
Pikashunium Z,Hold items,"Allows Pikachu in a cap to upgrade Thunderbolt to a Z-Move, 10,000,000 Volt Thunderbolt.",https://img.pokemondb.net/sprites/items/pikashunium-z.png
Pinap Berry,Berries,"A Berry to be used in cooking. Increases chances of getting items when a Pokémon is caught, in Pokémon Let's Go.",https://img.pokemondb.net/sprites/items/pinap-berry.png
Pincurchin Spines,General items,"Material obtained after defeating/catching Pincurchin, used in TM crafting.",https://img.pokemondb.net/s.png
Pineapple,,"This very tart ingredient is a fruit of southern lands, and its color and texture are a thrill. It’s been cut into chunks to be easily manageable.",https://img.pokemondb.net/s.png
Pineco Husk,General items,"Material obtained after defeating/catching Pineco, used in TM crafting.",https://img.pokemondb.net/s.png
Pink Apricorn,General items,"A pink Apricorn. It has a nice, sweet scent.",https://img.pokemondb.net/sprites/items/pink-apricorn.png
Pink Bottle,,A go-to bottle widely used for drinks at picnics. Its simple design and portability make it popular among all sorts of people.,https://img.pokemondb.net/s.png
Pink Cup,,"A cup sold with the Pink Bottle. The two don’t stack, so they’re tough to pack—but they look good, so they’re popular with those who like to post picnic photos.",https://img.pokemondb.net/s.png
Pink Nectar,Hold items,The flower nectar obtained at the flowering shrubs on Royal Avenue. It changes the form of certain species of Pokémon.,https://img.pokemondb.net/sprites/items/pink-nectar.png
Pink Scarf,General items,Raises holder's Cute aspect in a Contest.,https://img.pokemondb.net/sprites/items/pink-scarf.png
Pink Tablecloth,,"A simple pink tablecloth. It’s smooth and pleasant to the touch, and dishes can be placed on it with hardly a sound.",https://img.pokemondb.net/s.png
Pinsirite,Hold items,Enables Pinsir to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/pinsirite.png
Pixie Plate,Hold items,Increases power of Fairy-type moves. Changes Arceus' type to Fairy.,https://img.pokemondb.net/sprites/items/pixie-plate.png
Plaid Tablecloth (B),,A sturdy tablecloth made of thick fabric. The gentle blue plaid gives a table a crisp look.,https://img.pokemondb.net/s.png
Plaid Tablecloth (R),,A sturdy tablecloth made of thick fabric. The quietly composed red plaid gives the table some flair.,https://img.pokemondb.net/s.png
Plaid Tablecloth (Y),,A sturdy tablecloth made of thick fabric. The cheery yellow plaid brightens up a table.,https://img.pokemondb.net/s.png
Plasma Card,Hold items,A card key needed to enter the password inside the Plasma Frigate.,https://img.pokemondb.net/sprites/items/plasma-card.png
Plume Fossil,General items,A fossil of an ancient Pokémon that flew in the sky in ancient times. It appears to be part of its wing.,https://img.pokemondb.net/sprites/items/plume-fossil.png
Plump Beans,General items,,https://img.pokemondb.net/s.png
Poison Barb,Hold items,Increases the power of Poison-type moves.,https://img.pokemondb.net/sprites/items/poison-barb.png
Poison Gem,Hold items,Increases the power of a Poison-type move only once.,https://img.pokemondb.net/sprites/items/poison-gem.png
Poison Memory,Hold items,Changes Silvally and its move Multi-Attack to Poison type.,https://img.pokemondb.net/sprites/items/poison-memory.png
Poison Tera Shard,,Changes a Pokémon's Tera Type to Poison.,https://img.pokemondb.net/s.png
Poisonium Z,Hold items,"Allows the use of Acid Downpour, the Poison type Z-Move.",https://img.pokemondb.net/sprites/items/poisonium-z.png
Poké Ball,Pokeballs,Catches wild Pokémon.,https://img.pokemondb.net/sprites/items/poke-ball.png
Poké Doll,General items,A doll that attracts Pokémon. Use it to flee from any battle with a wild Pokémon.,https://img.pokemondb.net/sprites/items/poke-doll.png
Poké Toy,General items,An item that attracts Pokémon. Use it to flee from any battle with a wild Pokémon.,https://img.pokemondb.net/sprites/items/poke-toy.png
Polished Mud Ball,General items,,https://img.pokemondb.net/s.png
Polka-Dot Bottle,,"A polka-dot-patterned bottle that’s small, light, and even comes with a cup. The detachable strap makes it handy for walking around with.",https://img.pokemondb.net/s.png
Polka-Dot Cup,,"A cup for kids to use at picnics. It’s made of light but strong material. It’s stackable, which makes it handy for carrying around.",https://img.pokemondb.net/s.png
Polka-Dot Tablecloth,,"A tablecloth with a fashionable polka-dot pattern. It’s great at repelling water and mold, and stains and smudges wipe right off.",https://img.pokemondb.net/s.png
Pomeg Berry,Berries,Increases Friendship but lowers HP EVs.,https://img.pokemondb.net/sprites/items/pomeg-berry.png
Pop Pod,General items,,https://img.pokemondb.net/s.png
Potato Salad,,This very tart ingredient—a soft salad that’s all about potatoes—pairs tremendously well with bread.,https://img.pokemondb.net/s.png
Potato Tortilla,,A very salty ingredient and a popular dish in Paldea. It’s undeniably filling.,https://img.pokemondb.net/s.png
Potion,Medicine,Restores 20 HP.,https://img.pokemondb.net/sprites/items/potion.png
Power Anklet,Hold items,"A Pokémon held item that promotes Speed gain on leveling, but reduces the Speed stat.",https://img.pokemondb.net/sprites/items/power-anklet.png
Power Band,Hold items,"A Pokémon held item that promotes Sp. Def gain on leveling, but reduces the Speed stat.",https://img.pokemondb.net/sprites/items/power-band.png
Power Belt,Hold items,"A Pokémon held item that promotes Defense gain on leveling, but reduces the Speed stat.",https://img.pokemondb.net/sprites/items/power-belt.png
Power Bracer,Hold items,"A Pokémon held item that promotes Attack gain on leveling, but reduces the Speed stat.",https://img.pokemondb.net/sprites/items/power-bracer.png
Power Herb,Hold items,A single-use item to be held by a Pokémon. It allows the immediate use of a move that charges on the first turn.,https://img.pokemondb.net/sprites/items/power-herb.png
Power Lens,Hold items,"A Pokémon held item that promotes Sp. Atk gain on leveling, but reduces the Speed stat.",https://img.pokemondb.net/sprites/items/power-lens.png
Power Plant Pass,Hold items,This pass serves as an ID card for gaining access to the power plant that lies along Route 13.,https://img.pokemondb.net/sprites/items/power-plant-pass.png
Power Weight,Hold items,"A Pokémon held item that promotes HP gain on leveling, but reduces the Speed stat.",https://img.pokemondb.net/sprites/items/power-weight.png
PP Max,Medicine,Raises the maximum PP of a move to its maximum.,https://img.pokemondb.net/sprites/items/pp-max.png
PP Up,Medicine,Raises the maximum PP of a move.,https://img.pokemondb.net/sprites/items/pp-up.png
Precooked Burger,General items,"One of the many ingredients that can be used for cooking at your camp. If you’re unsure about what to cook, you can’t go wrong with some burger.",https://img.pokemondb.net/s.png
Premier Ball,Pokeballs,Catches wild Pokémon; received after buying 10 Poké Balls.,https://img.pokemondb.net/sprites/items/premier-ball.png
Pretty Feather,General items,Can be sold for a high price.,https://img.pokemondb.net/sprites/items/pretty-feather.png
Primarium Z,Hold items,"Allows Primarina to upgrade Sparkling Aria to a Z-Move, Oceanic Operetta.",https://img.pokemondb.net/sprites/items/primarium-z.png
Prism Scale,General items,Evolves Feebas when traded holding the item.,https://img.pokemondb.net/sprites/items/prism-scale.png
Prison Bottle,Hold items,Transforms Hoopa Confined to Hoopa Unbound.,https://img.pokemondb.net/sprites/items/prison-bottle.png
Prof's Letter,Hold items,A letter that Professor Sycamore wrote to your mother. A faint but pleasant perfume seems to cling to the paper.,https://img.pokemondb.net/sprites/items/profs-letter.png
Prosciutto,,"This ingredient is very salty like regular ham, but the difference is prosciutto is not cooked after it is cured, giving it a fun freshness.",https://img.pokemondb.net/s.png
Protective Pads,Hold items,An item to be held by a Pokémon. These pads protect the holder from effects caused by making direct contact with the target.,https://img.pokemondb.net/sprites/items/protective-pads.png
Protector,General items,Evolves Rhydon when traded holding the item.,https://img.pokemondb.net/sprites/items/protector.png
Protein,Medicine,Increases Attack EVs by 10.,https://img.pokemondb.net/sprites/items/protein.png
Psychic Gem,Hold items,Increases the power of a Psychic-type move only once.,https://img.pokemondb.net/sprites/items/psychic-gem.png
Psychic Memory,Hold items,Changes Silvally and its move Multi-Attack to Psychic type.,https://img.pokemondb.net/sprites/items/psychic-memory.png
Psychic Seed,Hold items,An item to be held by a Pokémon. It boosts Sp. Def on Psychic Terrain. It can only be used once.,https://img.pokemondb.net/sprites/items/psychic-seed.png
Psychic Tera Shard,,Changes a Pokémon's Tera Type to Psychic.,https://img.pokemondb.net/s.png
Psychium Z,Hold items,"Allows the use of Shattered Psyche, the Psychic type Z-Move.",https://img.pokemondb.net/sprites/items/psychium-z.png
Psyduck Down,General items,"Material obtained after defeating/catching Psyduck, used in TM crafting.",https://img.pokemondb.net/s.png
Punching Glove,,An item to be held by a Pokémon. This protective glove boosts the power of the holder’s punching moves and prevents direct contact with targets.,https://img.pokemondb.net/s.png
Pungent Root,General items,"One of the many ingredients that can be used for cooking at your camp. Though carelessly picked, these herbs can add a fragrant accent to a dish.",https://img.pokemondb.net/s.png
Pure Incense,Hold items,Descreases the likelihood of meeting wild Pokémon. Breeding Chimecho produces Chingling when held.,https://img.pokemondb.net/sprites/items/pure-incense.png
Purple Nectar,Hold items,A flower nectar obtained at Poni Meadow. It changes the form of certain species of Pokémon.,https://img.pokemondb.net/sprites/items/purple-nectar.png
Qualot Berry,Berries,Increases Friendship but lowers Defense EVs.,https://img.pokemondb.net/sprites/items/qualot-berry.png
Quick Ball,Pokeballs,Catches wild Pokémon with a higher rate (5x) on the first turn of a battle.,https://img.pokemondb.net/sprites/items/quick-ball.png
Quick Candy,Medicine,Increases a Pokémon's Speed stat by 1.,https://img.pokemondb.net/sprites/items/quick-candy.png
Quick Candy L,Medicine,Increases a Pokémon's Speed stat.,https://img.pokemondb.net/sprites/items/quick-candy-l.png
Quick Candy XL,Medicine,Increases a Pokémon's Speed stat.,https://img.pokemondb.net/sprites/items/quick-candy-xl.png
Quick Claw,Hold items,"An item to be held by a Pokémon. A light, sharp claw that lets the bearer move first occasionally.",https://img.pokemondb.net/sprites/items/quick-claw.png
Quick Powder,Hold items,Increases Speed when held by Ditto.,https://img.pokemondb.net/sprites/items/quick-powder.png
Quiet Mint,Battle items,Changes the Pokémon's stats to match the Quiet nature.,https://img.pokemondb.net/s.png
Qwilfish Spines,General items,"Material obtained after defeating/catching Qwilfish, used in TM crafting.",https://img.pokemondb.net/s.png
Rabuta Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/rabuta-berry.png
Rage Candy Bar,Medicine,Heals all major status conditions.,https://img.pokemondb.net/sprites/items/rage-candy-bar.png
Rainbow Slate,,A slate overflowing with enigmatic energy. You can feel a strong connection between it and the Rainbow Room at Ramanas Park.,https://img.pokemondb.net/s.png
Ralts Dust,General items,"Material obtained after defeating/catching Ralts, used in TM crafting.",https://img.pokemondb.net/s.png
Rare Bone,General items,A bone that is extremely valuable for Pokémon archeology. It can be sold for a high price to shops.,https://img.pokemondb.net/sprites/items/rare-bone.png
Rare Candy,Medicine,Raises a Pokémon's level by 1.,https://img.pokemondb.net/sprites/items/rare-candy.png
Rash Mint,Battle items,Changes the Pokémon's stats to match the Rash nature.,https://img.pokemondb.net/s.png
Rawst Berry,Berries,"If held by a Pokémon, it recovers from a burn.",https://img.pokemondb.net/sprites/items/rawst-berry.png
Razor Claw,Hold items,Increases critical-hit ratio. Evolves Sneasel when held at night.,https://img.pokemondb.net/sprites/items/razor-claw.png
Razor Fang,Hold items,May cause opponent to flinch. Evolves Gligar when held at night.,https://img.pokemondb.net/sprites/items/razor-fang.png
Razz Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/razz-berry.png
Reaper Cloth,General items,Evolves Dusclops when traded holding the item.,https://img.pokemondb.net/sprites/items/reaper-cloth.png
Red Apricorn,General items,A red Apricorn. It assails your nostrils.,https://img.pokemondb.net/sprites/items/red-apricorn.png
Red Bell Pepper,,An ingredient with some bitterness—but its bitter notes and overall flavor are pleasantly mild compared to its green cousin.,https://img.pokemondb.net/s.png
Red Card,Hold items,"A card with a mysterious power. When the holder is struck by a foe, the attacker is removed from battle.",https://img.pokemondb.net/sprites/items/red-card.png
Red Dish,,A dish for picnics. Comes in plenty of colors to choose from based on the food or the mood. The red variety never fails to sell well.,https://img.pokemondb.net/s.png
Red-Flag Pick,,"This pick flies a red flag that lends an air of adventure. The flag itself is made of card stock, so it’ll fly proudly even with no wind.",https://img.pokemondb.net/s.png
Red Flute,General items,A toy flute made from red glass. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/red-flute.png
Red Nectar,Hold items,A flower nectar obtained at Ula'ula Meadow. It changes the form of certain species of Pokémon.,https://img.pokemondb.net/sprites/items/red-nectar.png
Red Onion,,"An ingredient with some sweetness to it. Its spiciness and fragrance are milder than those of other onions, making it a pleasant bite.",https://img.pokemondb.net/s.png
Red Poké Ball Pick,,A sandwich pick with a simple red Poké Ball design. Often used by Trainers who picked a Fire-type Pokémon for their first partner.,https://img.pokemondb.net/s.png
Red Scarf,General items,Raises holder's Cool aspect in a Contest.,https://img.pokemondb.net/sprites/items/red-scarf.png
Red Shard,General items,A small red shard. It appears to be from some sort of implement made long ago.,https://img.pokemondb.net/sprites/items/red-shard.png
Relaxed Mint,Battle items,Changes the Pokémon's stats to match the Relaxed nature.,https://img.pokemondb.net/s.png
Relic Band,General items,"A bracelet made in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-band.png
Relic Copper,General items,"A copper coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-copper.png
Relic Crown,General items,"A crown made in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-crown.png
Relic Gold,General items,"A gold coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-gold.png
Relic Silver,General items,"A silver coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-silver.png
Relic Statue,General items,"A stone figure made in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-statue.png
Relic Vase,General items,"A vase made in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-vase.png
Rellor Mud,General items,"Material obtained after defeating/catching Rellor, used in TM crafting.",https://img.pokemondb.net/s.png
Remedy,Medicine,,https://img.pokemondb.net/s.png
Repeat Ball,Pokeballs,Catches Pokémon already registered in the Pokédex with 3.5x the rate of a standard Poké Ball.,https://img.pokemondb.net/sprites/items/repeat-ball.png
Repel,General items,An item that prevents weak wild Pokémon from appearing for 100 steps after its use.,https://img.pokemondb.net/sprites/items/repel.png
Reset Urge,Battle items,"When used, it restores any stat changes of an ally Pokémon.",https://img.pokemondb.net/sprites/items/reset-urge.png
Resist Feather,Medicine,Increases Defense EVs by 1.,https://img.pokemondb.net/sprites/items/resist-feather.png
Resist Mochi,Medicine,Increases Defense EVs.,https://img.pokemondb.net/s.png
Reveal Glass,General items,A looking glass that reveals the truth. It's a mysterious glass that returns a Pokémon to its original shape.,https://img.pokemondb.net/sprites/items/reveal-glass.png
Revival Herb,Medicine,"Revives a Pokémon to max HP, but lowers Friendship.",https://img.pokemondb.net/sprites/items/revival-herb.png
Revive,Medicine,"Revives a fainted Pokémon, restoring half its HP.",https://img.pokemondb.net/sprites/items/revive.png
Ribbon Sweet,Hold items,Evolves Milcery into Ribbon Flavor Alcremie.,https://img.pokemondb.net/s.png
Rice,,An ingredient with a touch of sweetness. It’s unclear how well this cooked rice will serve as a sandwich filling.,https://img.pokemondb.net/s.png
Rindo Berry,Berries,Weakens a supereffective Grass-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/rindo-berry.png
Ring Target,Hold items,Moves that would otherwise have no effect will land on the Pokémon that holds it.,https://img.pokemondb.net/sprites/items/ring-target.png
Riolu Fur,General items,"Material obtained after defeating/catching Riolu, used in TM crafting.",https://img.pokemondb.net/s.png
Rock Gem,Hold items,Increases the power of a Rock-type move only once.,https://img.pokemondb.net/sprites/items/rock-gem.png
Rock Incense,Hold items,Increases the power of Rock-type moves. Breeding Sudowoodo produces Bonsly when held.,https://img.pokemondb.net/sprites/items/rock-incense.png
Rock Memory,Hold items,Changes Silvally and its move Multi-Attack to Rock type.,https://img.pokemondb.net/sprites/items/rock-memory.png
Rock Tera Shard,,Changes a Pokémon's Tera Type to Rock.,https://img.pokemondb.net/s.png
Rockium Z,Hold items,"Allows the use of Continental Crush, the Rock type Z-Move.",https://img.pokemondb.net/sprites/items/rockium-z.png
Rockruff Rock,General items,"Material obtained after defeating/catching Rockruff, used in TM crafting.",https://img.pokemondb.net/s.png
Rocky Helmet,Hold items,"If the holder of this item takes damage, the attacker will also be damaged upon contact.",https://img.pokemondb.net/sprites/items/rocky-helmet.png
Roller Skates,General items,"Attaches roller skates to the bottom of your shoes, allowing you to glide quickly around and perform tricks.",https://img.pokemondb.net/sprites/items/roller-skates.png
Rolycoly Coal,General items,"Material obtained after defeating/catching Rolycoly, used in TM crafting.",https://img.pokemondb.net/s.png
Rookidee Feather,General items,"Material obtained after defeating/catching Rookidee, used in TM crafting.",https://img.pokemondb.net/s.png
Room Service,Hold items,Lowers the Pokémon's speed during Trick Room.,https://img.pokemondb.net/s.png
Root Fossil,General items,A fossil of an ancient Pokémon that lived in the sea. It appears to be part of a plant root.,https://img.pokemondb.net/sprites/items/root-fossil.png
Rose Incense,Hold items,Increases the power of Grass-type moves. Breeding Roselia or Roserade produces Budew when held.,https://img.pokemondb.net/sprites/items/rose-incense.png
Roseli Berry,Berries,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Fairy-type attack.",https://img.pokemondb.net/sprites/items/roseli-berry.png
Roto Bargain,Battle items,Reduces the prices of products at Poké Marts by half.,https://img.pokemondb.net/sprites/items/roto-bargain.png
Roto Boost,Battle items,Raises all stats of your battling Pokémon.,https://img.pokemondb.net/sprites/items/roto-boost.png
Roto Catch,Battle items,Increases the chance to catch Pokémon a lot.,https://img.pokemondb.net/sprites/items/roto-catch.png
Roto Encounter,Battle items,Increases the chance of encountering high-level wild Pokémon a lot for a certain period of time.,https://img.pokemondb.net/sprites/items/roto-encounter.png
Roto Exp. Points,Battle items,Increases the Exp. Points your Pokémon receive after battle a little.,https://img.pokemondb.net/sprites/items/roto-exp-points.png
Roto Friendship,Battle items,Helps Pokémon in your party grow friendly faster.,https://img.pokemondb.net/sprites/items/roto-friendship.png
Roto Hatch,Battle items,Helps Eggs hatch faster.,https://img.pokemondb.net/sprites/items/roto-hatch.png
Roto HP Restore,Battle items,Fully restores the HP of your battling Pokémon.,https://img.pokemondb.net/sprites/items/roto-hp-restore.png
Roto PP Restore,Battle items,Fully restores the PP of your battling Pokémon.,https://img.pokemondb.net/sprites/items/roto-pp-restore.png
Roto Prize Money,Battle items,Triples the prize money you receive after battle.,https://img.pokemondb.net/sprites/items/roto-prize-money.png
Roto Stealth,Battle items,Prevents you from encountering wild Pokémon for a certain period of time.,https://img.pokemondb.net/sprites/items/roto-stealth.png
Rotom Phone,,"The latest model of smartphone. A Pokémon called Rotom lives within it, and it can be used to run all sorts of handy apps.",https://img.pokemondb.net/s.png
Rotom Sparks,General items,"Material obtained after defeating/catching Rotom, used in TM crafting.",https://img.pokemondb.net/s.png
Rowap Berry,Berries,"If held by a Pokémon and a special attack lands, the attacker also takes damage.",https://img.pokemondb.net/sprites/items/rowap-berry.png
Rufflet Feather,General items,"Material obtained after defeating/catching Rufflet, used in TM crafting.",https://img.pokemondb.net/s.png
Sablenite,Hold items,Enables Sableye to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/sablenite.png
Sableye Gem,General items,"Material obtained after defeating/catching Sableye, used in TM crafting.",https://img.pokemondb.net/s.png
Sachet,General items,Evolves Spritzee when traded holding the item.,https://img.pokemondb.net/sprites/items/sachet.png
Sacred Ash,Medicine,Revives all fainted Pokémon and fully restores their HP.,https://img.pokemondb.net/sprites/items/sacred-ash.png
Safari Ball,Pokeballs,Catches Pokémon in the Safari Zone or Great Marsh.,https://img.pokemondb.net/sprites/items/safari-ball.png
Safety Goggles,Hold items,Prevents damage from weather and powder.,https://img.pokemondb.net/sprites/items/safety-goggles.png
Salac Berry,Berries,Raises Speed when HP is low.,https://img.pokemondb.net/sprites/items/salac-berry.png
Salad Mix,General items,One of the many ingredients that can be used for cooking at your camp. The assortment of vegetables looks quite appealing and healthy.,https://img.pokemondb.net/s.png
Salamencite,Hold items,Enables Salamence to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/salamencite.png
Salandit Gas,General items,"Material obtained after defeating/catching Salandit, used in TM crafting.",https://img.pokemondb.net/s.png
Salt,,"A very salty seasoning, unsurprisingly. People quite like the grains of salt that can be gathered from the footprints of particularly jagged Naclstack.",https://img.pokemondb.net/s.png
Salt Cake,General items,,https://img.pokemondb.net/s.png
Salty Herba Mystica,,One of the condiments spoken of as legends. Its mellow saltiness is said to be tremendously effective when it comes to promoting health.,https://img.pokemondb.net/s.png
Sand Radish,General items,,https://img.pokemondb.net/s.png
Sandile Claw,General items,"Material obtained after defeating/catching Sandile, used in TM crafting.",https://img.pokemondb.net/s.png
Sandwich,,"A dish made by sandwiching vegetables, meat, or other ingredients between two pieces of bread. It makes a fantastic meal when out on a picnic.",https://img.pokemondb.net/s.png
Sandygast Sand,General items,"Material obtained after defeating/catching Sandygast, used in TM crafting.",https://img.pokemondb.net/s.png
Sassy Mint,Battle items,Changes the Pokémon's stats to match the Sassy nature.,https://img.pokemondb.net/s.png
Sausages,General items,One of the many ingredients that can be used for cooking at your camp. These sausages should be boiled before eating.,https://img.pokemondb.net/s.png
Scarlet Book,,"A record of the expedition that the author, Heath, went on within the Great Crater of Paldea. The book has the name “Sada” written on it in clumsy handwriting.",https://img.pokemondb.net/s.png
Scatter Bang,General items,,https://img.pokemondb.net/s.png
Scatterbug Powder,General items,"Material obtained after defeating/catching Scatterbug, used in TM crafting.",https://img.pokemondb.net/s.png
Sceptilite,Hold items,Enables Sceptile to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/sceptilite.png
Scizorite,Hold items,Enables Scizor to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/scizorite.png
Scope Lens,Hold items,Increases critical-hit ratio.,https://img.pokemondb.net/sprites/items/scope-lens.png
Scroll of Darkness,,A peculiar scroll that can make a certain species of Pokémon evolve. Written upon it are the true secrets of the path of darkness.,https://img.pokemondb.net/s.png
Scroll of Waters,,A peculiar scroll that can make a certain species of Pokémon evolve. Written upon it are the true secrets of the path of water.,https://img.pokemondb.net/s.png
Scyther Claw,General items,"Material obtained after defeating/catching Scyther, used in TM crafting.",https://img.pokemondb.net/s.png
Sea Incense,Hold items,Increases the power of Water-type moves. Breeding Marill or Azumarill produces Azurill when held.,https://img.pokemondb.net/sprites/items/sea-incense.png
Seed of Mastery,General items,,https://img.pokemondb.net/s.png
Serious Mint,Battle items,Changes the Pokémon's stats to match a neutral nature.,https://img.pokemondb.net/s.png
Seviper Fang,General items,"Material obtained after defeating/catching Seviper, used in TM crafting.",https://img.pokemondb.net/s.png
Shaderoot Carrot,General items,Produce that the King of Bountiful Harvests’ beloved steed likes to eat. It grew in a gloomy field.,https://img.pokemondb.net/s.png
Shalour Sable,Medicine,Heals all major status conditions.,https://img.pokemondb.net/sprites/items/shalour-sable.png
Sharp Beak,Hold items,Increases the power of Flying-type moves.,https://img.pokemondb.net/sprites/items/sharp-beak.png
Sharpedonite,Hold items,Enables Sharpedo to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/sharpedonite.png
Shed Shell,Hold items,"A tough, discarded carapace to be held by a Pokémon. It enables the holder to switch with a waiting Pokémon in battle.",https://img.pokemondb.net/sprites/items/shed-shell.png
Shell Bell,Hold items,An item to be held by a Pokémon. The holder's HP is restored a little every time it inflicts damage.,https://img.pokemondb.net/sprites/items/shell-bell.png
Shellder Pearl,General items,"Material obtained after defeating/catching Shellder, used in TM crafting.",https://img.pokemondb.net/s.png
Shellos Mucus,General items,"Material obtained after defeating/catching Shellos, used in TM crafting.",https://img.pokemondb.net/s.png
Shinx Fang,General items,"Material obtained after defeating/catching Shinx, used in TM crafting.",https://img.pokemondb.net/s.png
Shiny Charm,General items,A shiny charm said to increase the chance of finding a Shiny Pokémon in the wild.,https://img.pokemondb.net/sprites/items/shiny-charm.png
Shiny Stone,General items,Evolves certain species of Pokémon.,https://img.pokemondb.net/sprites/items/shiny-stone.png
Shoal Salt,General items,Pure salt that can be discovered deep inside the Shoal Cave. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/shoal-salt.png
Shoal Shell,General items,A pretty seashell that can be found deep inside the Shoal Cave. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/shoal-shell.png
Shock Drive,Hold items,Changes Techno Blast to an Electric-type move when held by Genesect.,https://img.pokemondb.net/sprites/items/shock-drive.png
Shroodle Ink,General items,"Material obtained after defeating/catching Shroodle, used in TM crafting.",https://img.pokemondb.net/s.png
Shroomish Spores,General items,"Material obtained after defeating/catching Shroomish, used in TM crafting.",https://img.pokemondb.net/s.png
Shuca Berry,Berries,Weakens a supereffective Ground-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/shuca-berry.png
Shuppet Scrap,General items,"Material obtained after defeating/catching Shuppet, used in TM crafting.",https://img.pokemondb.net/s.png
Silicobra Sand,General items,"Material obtained after defeating/catching Silicobra, used in TM crafting.",https://img.pokemondb.net/s.png
